itemid,subitemid,orderid,title/en,description/en,creator#0/en,creator#1/en,location:placename/en,dateCreated:start,dateCreated:end,filetype,format,subjects,subject#0,subject#1,subject#2,subject#3,subject#4,subject#5,filespec,filename,customtext:LCHSObjectID,rights
01-01-169,,,"Aerial view of Moscow, Idaho in color","Aerial view of Moscow, Idaho showing the entire city. This photograph was taken when the enrollment at the University of Idaho was 4,000 students.",,,"Moscow, Idaho",1950,1960,image,image/jpeg,Moscow; Idaho; Railroad; University of Idaho,Moscow,Idaho,Railroad,University of Idaho,,,01-01-169.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-169.jpg,01-01-169,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-170,,,"Panoramic view of Moscow, Idaho","A panoramic view of Moscow, Idaho taken from outside of the city looking in from farmland.",,,"Moscow, Idaho",1915,1920,image,image/jpeg,Moscow; Idaho; Farms,Moscow,Idaho,Farms,,,,01-01-170.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-170.jpg,01-01-170,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-171,,,Moscow from Idaho campus,"Moscow, Idaho behind the University of Idaho campus showing Life Sciences South building and the Student Health Center in the foreground. Taken from the Unviersity Green outside of the Administration Building.",,,"Moscow, Idaho",1940,1950,image,image/jpeg,Moscow; Idaho; Life Sciences South; Student Health Center; University of Idaho; Cars,Moscow,Idaho,Life Sciences South,Student Health Center,University of Idaho,Cars,01-01-171.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-171.jpg,01-01-171,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-173,,,Railroad tracks on the palouse,"Railroad tracks on the palouse, taken along the raoad southeast of Moscow, Idaho.","Martin, James W.",,"Moscow, Idaho",1949,1953,image,image/jpeg,Railroad; Tracks;Moscow; Idaho,Railroad,Tracks,Moscow,Idaho,,,01-01-173.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-173.jpg,01-01-173,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-174,,,"Looking northwest from Moscow, Idaho","Photograph facing northwest from Moscow, Idaho.","Martin, James W.",,"Moscow, Idaho",1949,1953,image,image/jpeg,Palouse; Farms; Rolling Hills; Idaho,Palouse,Farms,Rolling Hills,Idaho,,,01-01-174.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-174.jpg,01-01-174,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-175,,,"Moscow, Idaho looking northeast","A view of Moscow, Idaho looking northeast showing the University of Idaho football stadium and Moscow Mountain in the distance.","Martin, James W.",,"Moscow, Idaho",1949,1953,image,image/jpeg,Moscow; Idaho; Football; Stadium; Moscow Mountain,Moscow,Idaho,Football,Stadium,Moscow Mountain,,01-01-175.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-175.jpg,01-01-175,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-176,,,City of Moscow and the University of Idaho Campus,The city of Moscow and the University of Idaho Campus looking north northeast.,"Martin, James W.",,"Moscow, Idaho",1949,1953,image,image/jpeg,Moscow; Idaho; University of Idaho; Agriculture; Moscow Mountain,Moscow,Idaho,University of Idaho,Agriculture,Moscow Mountain,,01-01-176.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-176.jpg,01-01-176,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-177,,,"East of Moscow, Idaho looking north","Looking north from a road east of Moscow, Idaho with Moscow Mountain in the distance.","Martin, James W.",,"Moscow, Idaho",1949,1953,image,image/jpeg,Moscow; Idaho; Moscow Mountain,Moscow,Idaho,Moscow Mountain,,,,01-01-177.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-177.jpg,01-01-177,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-178,,,"Looking north from east of Moscow, Idaho","Looking north along a road east of Moscow, Idaho.","Martin, James W.",,"Moscow, Idaho",1949,1953,image,image/jpeg,Moscow; Idaho; Moscow Mountain; Farms,Moscow,Idaho,Moscow Mountain,Farms,,,01-01-178.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-178.jpg,01-01-178,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-179,,,"Moscow, Idaho by moonlight","A post card showing Moscow, Idaho by moonlight. The card is adressed to Miss Zora Breneman in Garfield, Washington.  Zora Breneman lived just across the Idaho border from Garfield, Washington in Latah County.",,,"Moscow, Idaho",1908-09-16,,image,image/jpeg,Moscow; Idaho; Post Card; Moonlight; Moscow Mountain,Moscow,Idaho,Post Card,Moonlight,Moscow Mountain,,01-01-179.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-179.jpg,01-01-179,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-182,,,"Birds Eye View, Moscow, Idaho","A panoramic view of Moscow, Idaho in 1920 including residences, the fairground and Moscow Mountain in the background.",,,"Moscow, Idaho",1920-08-25,,image,image/jpeg,Moscow; Idaho; Post Card; Fairgrounds,Moscow,Idaho,Post Card,Fairgrounds,,,01-01-182.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-182.jpg,01-01-182,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-184,,,Birds Eye View of Moscow,"A color postcard of Moscow, Idaho showing the farming and residential areas on the outskirts of town.",,,"Moscow, Idaho",,,image,image/jpeg,Moscow; Idaho; Post Card; Color; Farms,Moscow,Idaho,Post Card,Color,Farms,,01-01-184.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-184.jpg,01-01-184,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-185,,,"Moscow, Idaho from University of Idaho Campus","A color postcard of Moscow, Idaho from the University of Idaho campus showing residences.",,,"Moscow, Idaho",,,image,image/jpeg,Moscow; Idaho; Post Card; Residences,Moscow,Idaho,Post Card,Residences,,,01-01-185.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-185.jpg,01-01-185,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-186,,,"A view of Moscow, Idaho looking northeast.","A view of Moscow, Idaho looking northeast shwoing town and Moscow Mountain with clouds overhead.",,,"Moscow, Idaho",,,image,image/jpeg,Moscow; Idaho; Moscow Mountain; Clouds,Moscow,Idaho,Moscow Mountain,Clouds,,,01-01-186.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-186.jpg,01-01-186,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-187,,,"A view of the Palouse outside of Moscow, Idaho","Four children on a hill in front of farms and the city of Moscow, Idaho (upper left).  The children are Anita Taylor, Ralph Lauder, Forrest Taylor, and Alma Lauder.",,,"Moscow, Idaho",1902,,image,image/jpeg,Moscow; Idaho; Lauder; Taylor,Moscow,Idaho,Lauder,Taylor,,,01-01-187.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-187.jpg,01-01-187,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
